timestamp,barcode_text,ocr_text,image_path,status
2026-03-12 09:41:26,BARCODE NOT FOUND,0,data\captures\2026-03-12\img_20260312_094126_BARCODENOTFOUND_0.jpg,ocr_only
2026-03-12 09:41:27,2LCH9500+33003000,1,data\captures\2026-03-12\img_20260312_094127_2LCH950033003000_1.jpg,barcode+ocr
2026-03-12 09:41:30,BARCODE NOT FOUND,1,data\captures\2026-03-12\img_20260312_094130_BARCODENOTFOUND_1.jpg,ocr_only
2026-03-12 09:41:31,BARCODE NOT FOUND,10,data\captures\2026-03-12\img_20260312_094131_BARCODENOTFOUND_10.jpg,ocr_only
2026-03-12 09:41:32,2LCH9500+33003000,1,data\captures\2026-03-12\img_20260312_094132_2LCH950033003000_1.jpg,barcode+ocr
2026-03-12 09:41:44,JJD011100003640068442,400,data\captures\2026-03-12\img_20260312_094144_JJD011100003640068442_400.jpg,barcode+ocr
2026-03-12 09:41:45,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094145_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:46,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094146_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:41:46,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094146_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:46,BARCODE NOT FOUND,00,data\captures\2026-03-12\img_20260312_094146_BARCODENOTFOUND_00.jpg,ocr_only
2026-03-12 09:41:47,JJD011100003640068442,400,data\captures\2026-03-12\img_20260312_094147_JJD011100003640068442_400.jpg,barcode+ocr
2026-03-12 09:41:47,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094147_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:47,JJD011100003640068442,OCR NOT FOUND,data\captures\2026-03-12\img_20260312_094147_JJD011100003640068442_OCRNOTFOUND.jpg,barcode_only
2026-03-12 09:41:47,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094147_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:48,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094148_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:41:48,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094148_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:48,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094148_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:41:49,JJD011100003640068442,40,data\captures\2026-03-12\img_20260312_094149_JJD011100003640068442_40.jpg,barcode+ocr
2026-03-12 09:41:49,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094149_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:41:50,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094150_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:50,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094150_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:41:50,JJD011100003640068442,00,data\captures\2026-03-12\img_20260312_094150_JJD011100003640068442_00.jpg,barcode+ocr
2026-03-12 09:41:51,JJD011100003640068442,OCR NOT FOUND,data\captures\2026-03-12\img_20260312_094151_JJD011100003640068442_OCRNOTFOUND.jpg,barcode_only
2026-03-12 09:41:51,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094151_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:41:52,JJD011100003640068442,400,data\captures\2026-03-12\img_20260312_094152_JJD011100003640068442_400.jpg,barcode+ocr
2026-03-12 09:41:53,JJD011100003640068442,0,data\captures\2026-03-12\img_20260312_094153_JJD011100003640068442_0.jpg,barcode+ocr
2026-03-12 09:43:26,BARCODE NOT FOUND,0,data\captures\2026-03-12\img_20260312_094326_BARCODENOTFOUND_0.jpg,ocr_only
2026-03-12 09:44:47,2LCH9500+33003000,11450079350,data\captures\2026-03-12\img_20260312_094447_2LCH950033003000_11450079350.jpg,barcode+ocr
2026-03-12 09:44:50,2LCH9500+33003000,1149007930,data\captures\2026-03-12\img_20260312_094450_2LCH950033003000_1149007930.jpg,barcode+ocr
2026-03-12 09:45:50,BARCODE NOT FOUND,2105919574,data\captures\2026-03-12\img_20260312_094550_BARCODENOTFOUND_2105919574.jpg,ocr_only
2026-03-12 09:45:56,BARCODE NOT FOUND,2165815574,data\captures\2026-03-12\img_20260312_094556_BARCODENOTFOUND_2165815574.jpg,ocr_only
2026-03-12 09:45:56,BARCODE NOT FOUND,21059174,data\captures\2026-03-12\img_20260312_094556_BARCODENOTFOUND_21059174.jpg,ocr_only
2026-03-12 09:45:57,BARCODE NOT FOUND,2165919574,data\captures\2026-03-12\img_20260312_094557_BARCODENOTFOUND_2165919574.jpg,ocr_only
2026-03-12 09:46:00,BARCODE NOT FOUND,210591574,data\captures\2026-03-12\img_20260312_094600_BARCODENOTFOUND_210591574.jpg,ocr_only
2026-03-12 09:46:01,BARCODE NOT FOUND,216591874,data\captures\2026-03-12\img_20260312_094601_BARCODENOTFOUND_216591874.jpg,ocr_only
2026-03-12 09:46:02,BARCODE NOT FOUND,21659819574,data\captures\2026-03-12\img_20260312_094602_BARCODENOTFOUND_21659819574.jpg,ocr_only
2026-03-12 09:46:03,BARCODE NOT FOUND,721059195874,data\captures\2026-03-12\img_20260312_094603_BARCODENOTFOUND_721059195874.jpg,ocr_only
2026-03-12 09:46:05,BARCODE NOT FOUND,7216591574,data\captures\2026-03-12\img_20260312_094605_BARCODENOTFOUND_7216591574.jpg,ocr_only
2026-03-12 09:46:05,BARCODE NOT FOUND,21065919574,data\captures\2026-03-12\img_20260312_094605_BARCODENOTFOUND_21065919574.jpg,ocr_only
2026-03-12 09:46:14,BARCODE NOT FOUND,72105913574,data\captures\2026-03-12\img_20260312_094614_BARCODENOTFOUND_72105913574.jpg,ocr_only
2026-03-12 09:46:15,BARCODE NOT FOUND,215919574,data\captures\2026-03-12\img_20260312_094615_BARCODENOTFOUND_215919574.jpg,ocr_only
2026-03-12 09:46:16,BARCODE NOT FOUND,216051574,data\captures\2026-03-12\img_20260312_094616_BARCODENOTFOUND_216051574.jpg,ocr_only
2026-03-12 09:46:17,BARCODE NOT FOUND,21959719574,data\captures\2026-03-12\img_20260312_094617_BARCODENOTFOUND_21959719574.jpg,ocr_only
2026-03-12 09:46:18,BARCODE NOT FOUND,219591574,data\captures\2026-03-12\img_20260312_094618_BARCODENOTFOUND_219591574.jpg,ocr_only
2026-03-12 09:46:18,BARCODE NOT FOUND,210591574,data\captures\2026-03-12\img_20260312_094618_BARCODENOTFOUND_210591574.jpg,ocr_only
2026-03-12 09:46:22,BARCODE NOT FOUND,2165913574,data\captures\2026-03-12\img_20260312_094622_BARCODENOTFOUND_2165913574.jpg,ocr_only
2026-03-12 09:46:23,BARCODE NOT FOUND,2105919574,data\captures\2026-03-12\img_20260312_094623_BARCODENOTFOUND_2105919574.jpg,ocr_only
2026-03-12 09:46:32,BARCODE NOT FOUND,27659197,data\captures\2026-03-12\img_20260312_094632_BARCODENOTFOUND_27659197.jpg,ocr_only
2026-03-12 09:46:32,BARCODE NOT FOUND,2105919874,data\captures\2026-03-12\img_20260312_094632_BARCODENOTFOUND_2105919874.jpg,ocr_only
2026-03-12 09:47:37,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_094737_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:47:45,BARCODE NOT FOUND,13743426542,data\captures\2026-03-12\img_20260312_094745_BARCODENOTFOUND_13743426542.jpg,ocr_only
2026-03-12 09:47:45,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_094745_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:50:21,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_095021_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:50:37,BARCODE NOT FOUND,13743542642,data\captures\2026-03-12\img_20260312_095037_BARCODENOTFOUND_13743542642.jpg,ocr_only
2026-03-12 09:50:39,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_095039_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 09:50:42,BARCODE NOT FOUND,13743426542,data\captures\2026-03-12\img_20260312_095042_BARCODENOTFOUND_13743426542.jpg,ocr_only
