epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,43.5976,1.08084,1.66898,0.99598,0.46365,0.48841,0.52915,0.35288,1.23302,1.93468,1.0502,0.000247472,0.000247472,0.000247472
68,44.1603,1.09557,1.72911,0.97617,0.44788,0.49838,0.56551,0.37624,1.21452,1.82708,1.04673,0.000240404,0.000240404,0.000240404
69,44.6811,1.10085,1.71809,1.02074,0.44788,0.49838,0.56551,0.37624,1.21452,1.82708,1.04673,0.000233335,0.000233335,0.000233335
70,45.2303,1.08567,1.74579,0.96251,0.45963,0.51423,0.58598,0.39182,1.22525,1.75801,1.05082,0.000226267,0.000226267,0.000226267
71,45.8109,1.08262,1.67144,0.97339,0.45963,0.51423,0.58598,0.39182,1.22525,1.75801,1.05082,0.000219198,0.000219198,0.000219198
72,46.3506,1.06162,1.65626,0.99766,0.4544,0.53423,0.60404,0.40585,1.23768,1.70232,1.05095,0.000212129,0.000212129,0.000212129
73,46.8689,1.07108,1.64264,0.97488,0.4544,0.53423,0.60404,0.40585,1.23768,1.70232,1.05095,0.000205061,0.000205061,0.000205061
74,47.4158,1.11105,1.64732,0.99848,0.57253,0.51369,0.62179,0.41763,1.2641,1.66052,1.06168,0.000197992,0.000197992,0.000197992
75,48.0838,1.06732,1.62362,1.02393,0.57253,0.51369,0.62179,0.41763,1.2641,1.66052,1.06168,0.000190924,0.000190924,0.000190924
76,48.8267,1.07222,1.58231,1.0093,0.60271,0.54835,0.6401,0.42939,1.26302,1.61431,1.06896,0.000183855,0.000183855,0.000183855
77,49.4991,1.08833,1.64877,0.98191,0.60271,0.54835,0.6401,0.42939,1.26302,1.61431,1.06896,0.000176786,0.000176786,0.000176786
78,50.2097,1.06292,1.5283,0.96344,0.67242,0.55236,0.66205,0.45033,1.23736,1.5686,1.06511,0.000169718,0.000169718,0.000169718
79,51.0205,1.05219,1.48001,0.98793,0.67242,0.55236,0.66205,0.45033,1.23736,1.5686,1.06511,0.000162649,0.000162649,0.000162649
80,51.7976,1.12654,1.59289,0.97091,0.70207,0.56828,0.69214,0.47304,1.20246,1.53972,1.06032,0.000155581,0.000155581,0.000155581
81,52.4793,1.05643,1.50186,0.98274,0.70207,0.56828,0.69214,0.47304,1.20246,1.53972,1.06032,0.000148512,0.000148512,0.000148512
82,53.1481,1.10842,1.64395,0.9855,0.6664,0.5601,0.70865,0.4871,1.18746,1.5067,1.06123,0.000141443,0.000141443,0.000141443
83,53.8051,1.11198,1.52964,1.00141,0.6664,0.5601,0.70865,0.4871,1.18746,1.5067,1.06123,0.000134375,0.000134375,0.000134375
84,54.5026,1.05981,1.56656,0.96407,0.66871,0.59847,0.70078,0.47305,1.18467,1.47855,1.06173,0.000127306,0.000127306,0.000127306
85,55.1392,1.06262,1.4838,1.03272,0.66871,0.59847,0.70078,0.47305,1.18467,1.47855,1.06173,0.000120238,0.000120238,0.000120238
86,55.8149,1.06627,1.5181,0.98489,0.68433,0.61101,0.70127,0.478,1.18777,1.45653,1.06769,0.000113169,0.000113169,0.000113169
87,56.4541,1.08872,1.50544,1.00481,0.68433,0.61101,0.70127,0.478,1.18777,1.45653,1.06769,0.0001061,0.0001061,0.0001061
88,57.1025,1.05896,1.46703,1.01106,0.70886,0.64605,0.70132,0.47394,1.19582,1.43601,1.07122,9.90318e-05,9.90318e-05,9.90318e-05
89,57.7481,1.05984,1.48891,0.98865,0.70886,0.64605,0.70132,0.47394,1.19582,1.43601,1.07122,9.19632e-05,9.19632e-05,9.19632e-05
90,58.4564,1.0525,1.49666,0.96171,0.69029,0.64149,0.70086,0.47362,1.20601,1.40956,1.07568,8.48946e-05,8.48946e-05,8.48946e-05
91,63.5293,1.10146,2.2184,1.00304,0.69029,0.64149,0.70086,0.47362,1.20601,1.40956,1.07568,7.7826e-05,7.7826e-05,7.7826e-05
92,64.2885,1.09094,2.16146,1.0246,0.67603,0.63926,0.7019,0.47415,1.22062,1.359,1.08299,7.07574e-05,7.07574e-05,7.07574e-05
93,64.8859,1.05758,1.87475,1.00798,0.67603,0.63926,0.7019,0.47415,1.22062,1.359,1.08299,6.36888e-05,6.36888e-05,6.36888e-05
94,65.5888,1.07664,1.91126,1.01972,0.66469,0.64163,0.70718,0.4762,1.23036,1.329,1.09046,5.66202e-05,5.66202e-05,5.66202e-05
95,66.1727,1.08992,1.91699,0.99967,0.66469,0.64163,0.70718,0.4762,1.23036,1.329,1.09046,4.95516e-05,4.95516e-05,4.95516e-05
96,66.7841,1.09275,1.88595,1.04329,0.6471,0.64163,0.70324,0.47441,1.23631,1.31737,1.09696,4.2483e-05,4.2483e-05,4.2483e-05
97,67.4461,1.09894,1.81809,1.00763,0.6471,0.64163,0.70324,0.47441,1.23631,1.31737,1.09696,3.54144e-05,3.54144e-05,3.54144e-05
98,68.1237,1.09857,1.8288,1.0157,0.67438,0.62653,0.70342,0.47522,1.24148,1.30864,1.1018,2.83458e-05,2.83458e-05,2.83458e-05
99,68.7006,1.13795,1.88874,0.9993,0.67438,0.62653,0.70342,0.47522,1.24148,1.30864,1.1018,2.12772e-05,2.12772e-05,2.12772e-05
100,69.3707,1.0619,1.79203,1.00833,0.58973,0.66046,0.69659,0.47111,1.2487,1.30345,1.10605,1.42086e-05,1.42086e-05,1.42086e-05
